Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP1611,37,1,4,5,24,Remote,60,5,4,2,Anxiety,0,Decrease,5,0,3,1,2,3
EMP1612,29,2,2,4,5,Remote,40,14,5,0,Burnout,0,No Change,1,2,2,0,0,3
EMP1613,51,3,6,1,26,Hybrid,60,1,2,2,Anxiety,0,Increase,1,1,4,0,1,1
EMP1614,38,3,2,6,28,Hybrid,41,5,3,1,Anxiety,0,Increase,1,1,1,1,1,5
EMP1615,22,1,1,3,25,Onsite,41,7,4,0,Burnout,1,Increase,5,1,4,1,0,2
EMP1616,51,3,4,4,29,Onsite,26,13,5,1,Depression,1,Decrease,4,2,5,0,1,5
EMP1617,32,1,2,2,30,Hybrid,50,2,1,0,Depression,0,Decrease,2,1,5,1,1,4
EMP1618,24,1,1,2,19,Hybrid,26,2,4,0,Burnout,1,No Change,4,2,3,1,1,0
EMP1619,39,3,2,2,10,Hybrid,29,12,5,1,Burnout,0,No Change,2,1,5,0,0,0
EMP1620,34,2,1,3,7,Onsite,28,4,1,2,Depression,1,No Change,3,1,4,0,1,2
EMP1621,47,1,5,5,11,Remote,22,8,3,0,Burnout,1,Decrease,3,0,5,1,1,5
EMP1622,44,0,0,2,23,Remote,52,12,5,1,Burnout,1,Decrease,5,2,4,1,2,3
EMP1623,35,2,2,2,6,Remote,51,0,2,0,Burnout,0,No Change,5,0,3,1,1,1
EMP1624,41,0,4,3,29,Hybrid,24,2,2,0,Depression,1,Decrease,2,0,4,1,2,1
EMP1625,34,2,4,6,21,Onsite,41,6,2,1,Depression,0,No Change,1,2,4,1,1,0
EMP1626,57,1,6,1,26,Onsite,37,11,4,2,Burnout,1,No Change,5,2,3,1,1,3
EMP1627,31,3,1,0,7,Onsite,53,1,4,2,Burnout,0,Decrease,3,2,5,1,2,0
EMP1628,41,3,1,3,18,Onsite,29,6,4,2,Anxiety,1,No Change,3,0,2,1,0,5
EMP1629,37,1,2,6,13,Hybrid,49,9,2,0,Burnout,1,Decrease,3,1,5,1,1,3
EMP1630,38,3,0,0,26,Remote,54,15,5,1,Anxiety,1,No Change,5,2,3,1,1,1
EMP1631,53,3,4,5,2,Remote,21,1,4,1,Depression,0,Increase,1,0,5,1,1,0
EMP1632,50,1,5,2,18,Onsite,20,2,3,0,Anxiety,1,Decrease,5,1,2,1,2,2
EMP1633,30,1,0,5,7,Onsite,25,2,4,2,Anxiety,0,Increase,2,0,2,1,1,3
EMP1634,50,2,3,6,1,Hybrid,24,2,5,1,Anxiety,1,No Change,3,2,3,1,1,3
EMP1635,55,1,6,0,3,Remote,51,2,4,1,Depression,1,Decrease,5,1,4,1,1,4
EMP1636,35,1,3,5,8,Hybrid,59,11,3,1,Depression,1,Increase,4,2,3,1,2,5
EMP1637,53,3,2,5,5,Onsite,21,5,3,2,Burnout,0,Decrease,2,2,4,1,1,5
EMP1638,49,3,1,4,9,Hybrid,34,3,3,1,Depression,1,No Change,1,2,3,1,1,3
EMP1639,34,1,4,6,30,Onsite,46,9,4,2,Depression,0,No Change,4,1,3,0,2,0
EMP1640,44,2,6,0,20,Remote,32,4,3,2,Anxiety,0,Decrease,4,2,3,0,0,2
EMP1641,58,3,2,2,31,Hybrid,25,12,3,2,Burnout,1,No Change,1,1,2,1,0,3
EMP1642,28,3,0,6,7,Remote,51,10,1,0,Anxiety,1,Decrease,1,0,1,0,1,1
EMP1643,46,0,2,0,28,Onsite,31,6,1,0,Burnout,1,No Change,4,0,4,1,2,5
EMP1644,50,0,5,5,3,Hybrid,41,11,5,0,Anxiety,1,No Change,3,1,5,0,2,0
EMP1645,39,1,1,5,33,Onsite,54,8,3,1,Burnout,1,Decrease,2,1,5,0,0,3
EMP1646,37,2,4,6,29,Remote,53,5,1,0,Burnout,1,Increase,3,0,1,0,2,2
EMP1647,60,1,6,4,15,Hybrid,60,15,1,1,Anxiety,0,No Change,1,0,4,1,1,0
EMP1648,58,1,6,2,8,Remote,47,13,5,1,Burnout,0,No Change,3,0,3,1,2,4
EMP1649,47,2,1,0,8,Hybrid,55,9,3,2,Burnout,1,Increase,2,2,2,0,0,5
EMP1650,49,0,0,6,16,Remote,37,3,2,1,Burnout,1,No Change,1,0,3,1,1,1
EMP1651,58,1,3,4,4,Hybrid,42,14,1,0,Anxiety,1,Increase,3,2,4,1,0,5
EMP1652,47,0,2,4,16,Onsite,40,3,1,1,Anxiety,1,Increase,2,0,3,1,0,4
EMP1653,30,2,3,1,22,Onsite,21,6,4,1,Depression,0,No Change,4,0,1,0,1,0
EMP1654,25,0,6,0,26,Onsite,38,8,5,1,Burnout,1,Increase,3,0,3,0,1,1
EMP1655,35,3,2,5,35,Remote,20,0,3,0,Burnout,0,Decrease,4,0,2,0,1,0
EMP1656,53,2,0,6,6,Onsite,44,6,3,0,Depression,0,Decrease,5,1,4,1,0,5
EMP1657,32,0,6,0,23,Hybrid,24,9,4,2,Depression,1,Decrease,5,0,5,0,0,5
EMP1658,37,1,1,0,10,Remote,48,14,1,2,Depression,1,Increase,1,0,2,1,1,0
EMP1659,40,3,2,4,1,Hybrid,60,6,3,1,Depression,0,Decrease,5,2,5,1,2,3
EMP1660,40,1,6,4,29,Hybrid,26,3,3,1,Anxiety,0,Increase,2,2,3,1,1,2
EMP1661,58,0,4,4,22,Hybrid,24,13,3,0,Burnout,0,Decrease,5,0,3,0,0,5
EMP1662,47,1,1,3,10,Hybrid,41,14,3,1,Depression,0,Decrease,1,1,3,1,0,4
EMP1663,57,1,2,4,1,Onsite,27,6,2,2,Burnout,0,No Change,3,1,5,0,1,4
EMP1664,38,2,1,1,1,Onsite,38,4,4,1,Burnout,1,Decrease,1,2,1,0,1,0
EMP1665,39,0,4,4,31,Hybrid,41,14,4,1,Burnout,1,Increase,2,1,3,0,0,2
EMP1666,37,0,1,2,24,Remote,20,9,4,0,Depression,1,No Change,5,0,2,0,1,5
EMP1667,41,0,6,6,24,Onsite,22,4,3,2,Burnout,1,Decrease,5,0,2,1,2,5
EMP1668,34,0,1,4,3,Hybrid,22,1,1,2,Burnout,1,No Change,5,0,1,1,1,3
EMP1669,28,3,0,1,23,Remote,24,11,5,2,Anxiety,1,No Change,2,0,4,1,1,5
EMP1670,30,3,0,4,4,Hybrid,50,2,3,1,Burnout,1,No Change,2,0,2,1,2,5
EMP1671,37,3,2,3,27,Hybrid,25,2,3,1,Burnout,0,No Change,3,1,5,0,1,5
EMP1672,46,2,5,1,35,Onsite,35,7,5,0,Burnout,0,No Change,1,1,2,0,0,2
EMP1673,38,1,4,5,19,Remote,40,8,4,0,Depression,1,No Change,2,2,2,0,2,0
EMP1674,58,1,3,6,17,Onsite,50,10,4,0,Burnout,0,No Change,2,2,1,1,0,5
EMP1675,37,2,0,5,30,Onsite,51,15,4,0,Burnout,1,No Change,5,1,3,0,2,1
EMP1676,44,2,0,0,24,Hybrid,52,2,2,1,Depression,1,No Change,4,1,4,1,0,4
EMP1677,45,1,5,3,25,Onsite,42,14,4,2,Burnout,0,Decrease,1,2,4,1,0,0
EMP1678,41,2,6,5,14,Onsite,23,15,1,0,Depression,1,No Change,2,2,4,0,0,1
EMP1679,45,1,4,1,11,Onsite,26,12,5,2,Burnout,0,Increase,4,2,2,1,1,4
EMP1680,43,0,1,0,27,Hybrid,44,15,1,0,Burnout,1,Decrease,1,1,5,1,2,1
EMP1681,37,3,5,3,28,Onsite,44,7,4,0,Depression,0,No Change,2,1,4,1,2,2
EMP1682,35,2,4,5,7,Onsite,56,11,5,1,Burnout,1,Decrease,2,2,1,1,0,5
EMP1683,37,2,5,2,11,Hybrid,21,3,2,1,Depression,1,No Change,5,0,3,0,0,2
EMP1684,52,2,6,3,7,Hybrid,29,4,5,1,Burnout,0,Decrease,4,1,4,1,1,4
EMP1685,47,1,6,6,33,Onsite,23,9,3,0,Depression,1,Decrease,1,0,1,0,2,1
EMP1686,44,3,6,3,24,Remote,34,4,5,2,Depression,1,Decrease,5,1,4,0,1,0
EMP1687,43,0,5,3,24,Onsite,55,7,1,0,Burnout,0,Decrease,4,2,2,1,0,1
EMP1688,41,0,5,1,26,Onsite,51,12,2,2,Depression,0,Decrease,5,1,1,0,0,1
EMP1689,60,3,6,5,8,Hybrid,53,10,3,0,Depression,0,No Change,3,0,2,1,1,0
EMP1690,51,3,5,5,14,Remote,53,7,5,2,Burnout,0,Decrease,1,2,4,0,2,1
EMP1691,35,0,6,4,10,Hybrid,44,0,4,2,Burnout,0,Decrease,5,0,1,0,2,4
EMP1692,53,2,3,6,27,Hybrid,33,5,3,2,Anxiety,0,No Change,5,1,5,0,1,0
EMP1693,50,3,6,4,32,Remote,34,4,5,2,Anxiety,1,Increase,3,0,2,1,2,1
EMP1694,23,0,5,5,8,Onsite,38,15,5,1,Burnout,0,Increase,5,2,1,1,1,3
EMP1695,36,0,4,6,12,Onsite,29,5,1,1,Depression,1,Decrease,3,0,2,1,2,2
EMP1696,57,3,4,4,13,Remote,38,13,1,0,Burnout,0,Decrease,4,0,2,1,0,2
EMP1697,57,0,1,3,23,Onsite,41,0,4,0,Burnout,1,Increase,4,0,5,0,0,1
EMP1698,31,3,5,6,10,Remote,33,4,3,0,Depression,0,No Change,3,1,1,1,2,4
EMP1699,43,2,5,2,13,Onsite,44,11,4,1,Anxiety,0,Decrease,2,1,3,1,1,2
EMP1700,41,2,4,3,13,Remote,38,1,5,1,Burnout,1,Increase,5,0,5,1,0,4
EMP1701,24,1,0,6,23,Onsite,43,1,3,2,Burnout,0,No Change,4,1,5,1,2,1
EMP1702,50,0,2,5,12,Remote,41,15,2,1,Depression,0,Decrease,1,1,3,1,2,1
EMP1703,46,1,6,3,28,Remote,50,2,4,1,Burnout,1,No Change,3,2,4,0,2,0
EMP1704,56,2,4,5,3,Remote,47,15,2,0,Depression,0,Increase,1,2,4,1,1,1
EMP1705,34,3,6,5,6,Hybrid,36,15,3,0,Anxiety,0,No Change,5,0,4,1,1,2
EMP1706,47,2,0,6,33,Remote,41,8,3,0,Anxiety,1,Decrease,5,0,5,1,0,1
EMP1707,27,0,3,4,1,Hybrid,52,7,4,0,Anxiety,1,Decrease,4,1,2,1,2,4
EMP1708,51,2,6,0,32,Hybrid,32,4,1,2,Burnout,1,Decrease,5,1,5,1,2,0
EMP1709,27,3,6,4,3,Remote,40,6,5,0,Burnout,1,No Change,4,0,5,1,1,3
EMP1710,45,3,5,3,18,Remote,23,14,1,2,Burnout,0,Decrease,2,0,4,0,1,2
EMP1711,54,0,2,3,31,Onsite,50,6,2,1,Depression,0,Increase,5,1,3,1,1,2
EMP1712,45,1,6,0,28,Remote,30,13,5,0,Burnout,0,No Change,4,0,4,0,1,5
EMP1713,38,0,4,5,10,Hybrid,25,0,3,1,Burnout,0,Decrease,3,2,4,1,2,1
EMP1714,33,0,6,3,13,Onsite,59,4,1,2,Burnout,1,Decrease,4,2,3,1,0,0
EMP1715,34,0,0,3,3,Hybrid,45,5,4,0,Depression,1,Decrease,3,0,4,0,1,5
EMP1716,40,3,1,5,28,Onsite,36,0,4,1,Depression,1,Increase,2,0,2,1,2,1
EMP1717,54,0,0,3,25,Onsite,36,3,1,0,Burnout,0,Increase,2,1,1,1,1,5
EMP1718,53,2,1,3,4,Remote,49,3,1,0,Burnout,1,Increase,5,0,1,1,0,3
EMP1719,56,1,1,3,30,Hybrid,60,10,5,1,Depression,0,No Change,4,0,3,1,0,0
EMP1720,47,1,2,4,31,Remote,32,14,2,1,Anxiety,0,Increase,3,2,3,1,2,3
EMP1721,39,2,0,2,12,Onsite,39,6,4,0,Anxiety,1,Increase,4,1,2,1,2,5
EMP1722,31,0,2,2,33,Hybrid,35,3,4,1,Burnout,1,No Change,2,0,5,0,2,0
EMP1723,22,0,5,2,11,Remote,42,8,3,2,Burnout,0,Increase,4,1,1,1,1,3
EMP1724,42,1,1,0,34,Hybrid,21,13,3,0,Burnout,0,Increase,5,1,4,1,0,3
EMP1725,55,3,6,6,16,Onsite,36,10,5,2,Depression,0,Decrease,5,0,4,1,2,1
EMP1726,32,3,4,4,32,Hybrid,38,12,3,0,Burnout,0,Decrease,2,1,4,0,0,2
EMP1727,34,3,0,0,31,Remote,42,7,3,0,Anxiety,0,No Change,2,1,1,1,0,2
EMP1728,29,1,4,3,5,Hybrid,53,1,4,2,Depression,0,Decrease,4,1,3,1,2,3
EMP1729,59,2,6,4,26,Remote,56,13,3,0,Depression,0,Decrease,2,1,2,1,2,2
EMP1730,48,3,4,1,9,Hybrid,28,3,1,0,Burnout,0,Decrease,3,2,5,0,1,0
EMP1731,45,1,6,3,24,Remote,34,13,5,0,Burnout,1,Increase,5,2,1,1,2,2
EMP1732,38,0,6,5,18,Hybrid,24,12,4,1,Depression,0,No Change,4,2,5,0,2,1
EMP1733,55,2,5,2,12,Hybrid,54,3,5,2,Burnout,0,Decrease,1,1,1,1,0,0
EMP1734,24,1,6,6,26,Onsite,35,10,1,0,Depression,0,Increase,5,0,2,1,0,3
EMP1735,29,1,1,1,4,Onsite,44,7,2,1,Depression,1,Decrease,5,0,5,1,0,5
EMP1736,42,3,1,2,1,Hybrid,31,10,3,1,Anxiety,1,Increase,4,1,4,1,2,2
EMP1737,23,3,2,2,7,Remote,54,14,3,1,Anxiety,1,Increase,5,1,1,0,2,0
EMP1738,48,1,2,2,23,Onsite,25,8,5,1,Burnout,1,Increase,5,2,5,1,0,3
EMP1739,31,2,3,3,18,Remote,54,0,3,2,Depression,0,Increase,3,2,2,1,1,4
EMP1740,33,2,4,1,17,Remote,33,9,4,0,Burnout,1,Increase,2,0,5,1,2,0
EMP1741,53,3,2,4,23,Onsite,42,6,3,0,Burnout,1,No Change,2,0,4,1,1,4
EMP1742,52,1,4,3,23,Hybrid,28,13,3,1,Burnout,0,Increase,1,2,1,0,0,1
EMP1743,26,2,1,6,26,Onsite,46,10,4,2,Burnout,1,No Change,4,2,2,0,1,3
EMP1744,25,2,3,2,22,Onsite,29,0,3,1,Burnout,1,Decrease,4,2,2,1,2,1
EMP1745,59,3,5,5,33,Hybrid,59,7,2,2,Burnout,1,Increase,2,2,4,1,2,5
EMP1746,45,0,6,0,24,Hybrid,28,2,1,0,Anxiety,0,Decrease,5,2,2,0,1,3
EMP1747,24,2,1,6,23,Hybrid,32,9,5,1,Anxiety,0,No Change,2,2,5,1,0,0
EMP1748,26,2,5,5,4,Hybrid,56,7,5,1,Burnout,1,No Change,2,1,1,1,2,1
EMP1749,36,1,2,2,15,Remote,45,1,4,1,Burnout,0,Increase,4,0,5,1,2,3
EMP1750,38,3,5,4,18,Hybrid,23,3,2,0,Depression,1,Increase,1,0,3,1,1,3
EMP1751,38,1,3,6,28,Hybrid,21,7,1,0,Depression,0,Increase,5,1,3,1,2,0
EMP1752,50,2,4,1,16,Onsite,30,6,2,0,Burnout,0,Decrease,3,1,5,1,2,3
EMP1753,58,2,6,3,6,Remote,30,12,5,2,Depression,0,Decrease,2,1,3,0,2,0
EMP1754,43,1,4,3,30,Onsite,49,10,4,0,Anxiety,1,No Change,4,1,2,0,2,0
EMP1755,55,0,3,0,3,Onsite,32,13,2,2,Burnout,0,Increase,5,2,4,1,1,0
EMP1756,24,0,4,6,23,Onsite,25,15,2,0,Depression,1,Increase,4,0,1,1,0,3
EMP1757,57,1,3,3,9,Onsite,41,10,5,2,Burnout,1,Decrease,2,1,4,1,0,5
EMP1758,36,3,6,0,9,Hybrid,28,0,3,1,Burnout,0,Increase,5,1,2,1,1,3
EMP1759,34,0,2,2,27,Hybrid,30,8,4,0,Burnout,0,Increase,3,0,5,0,2,5
EMP1760,24,0,3,0,4,Remote,44,15,2,2,Anxiety,0,Decrease,2,2,5,1,1,4
EMP1761,24,0,4,5,3,Hybrid,53,3,4,1,Anxiety,0,No Change,4,1,2,1,2,0
EMP1762,24,3,4,4,21,Remote,60,6,2,2,Depression,0,No Change,5,0,5,1,0,1
EMP1763,57,2,5,1,3,Hybrid,22,7,5,0,Anxiety,1,Increase,1,1,1,1,1,4
EMP1764,39,2,2,2,4,Remote,43,7,1,0,Depression,1,Increase,3,1,3,0,1,4
EMP1765,40,0,6,3,28,Onsite,60,9,4,2,Depression,1,Decrease,4,1,3,1,0,5
EMP1766,37,1,2,2,27,Remote,36,15,1,0,Burnout,0,Increase,3,0,1,1,1,5
EMP1767,23,3,0,2,31,Hybrid,27,8,1,1,Burnout,0,No Change,2,1,3,1,1,0
EMP1768,44,2,3,4,35,Onsite,59,5,3,1,Anxiety,0,No Change,3,0,3,0,2,4
EMP1769,46,1,3,4,22,Hybrid,41,12,3,1,Depression,0,Increase,2,2,5,1,1,5
EMP1770,32,1,3,6,22,Hybrid,26,0,4,2,Burnout,1,Increase,5,1,4,1,0,4
EMP1771,40,3,2,5,26,Hybrid,55,7,3,2,Burnout,1,Decrease,1,1,1,0,1,2
EMP1772,24,2,0,1,29,Hybrid,40,0,4,0,Burnout,1,Decrease,5,2,4,1,0,1
EMP1773,58,0,5,4,6,Remote,39,11,4,2,Anxiety,1,Increase,4,2,1,1,1,5
EMP1774,33,1,0,6,4,Hybrid,28,14,5,2,Depression,1,Decrease,1,2,3,1,0,1
EMP1775,49,2,3,5,14,Remote,36,9,5,0,Anxiety,0,No Change,5,2,2,1,2,5
EMP1776,60,3,1,5,21,Hybrid,24,4,5,1,Burnout,0,No Change,5,0,1,1,1,5
EMP1777,44,1,4,1,30,Onsite,35,10,5,0,Depression,1,No Change,2,1,4,0,2,4
EMP1778,44,1,0,1,6,Onsite,30,1,5,1,Burnout,1,Decrease,2,0,4,1,0,2
EMP1779,52,3,6,2,20,Onsite,23,10,3,2,Anxiety,0,Increase,4,1,2,1,2,1
EMP1780,39,0,5,6,32,Remote,48,6,3,1,Depression,1,Decrease,5,0,1,1,2,5
EMP1781,23,1,2,0,30,Remote,28,11,1,1,Burnout,1,No Change,4,2,5,1,0,4
EMP1782,38,2,6,1,7,Onsite,38,13,1,1,Anxiety,1,Increase,3,0,3,0,1,4
EMP1783,44,0,2,2,3,Hybrid,42,2,4,0,Burnout,0,Decrease,5,2,1,1,2,1
EMP1784,36,2,2,1,35,Onsite,28,5,5,0,Burnout,1,No Change,3,1,1,1,2,2
EMP1785,28,3,0,2,9,Remote,25,2,3,0,Depression,1,Decrease,2,1,3,0,1,2
EMP1786,28,0,2,2,25,Onsite,32,15,4,2,Depression,0,No Change,3,1,2,1,0,5
EMP1787,38,1,5,3,18,Onsite,47,4,4,2,Anxiety,0,Increase,3,1,2,1,2,4
EMP1788,41,2,6,3,11,Remote,42,8,1,2,Burnout,0,Decrease,5,0,5,1,0,1
EMP1789,25,2,0,0,15,Hybrid,27,14,1,1,Burnout,0,No Change,5,0,5,0,2,2
EMP1790,37,0,5,6,15,Onsite,25,7,1,1,Burnout,1,No Change,5,2,5,1,1,2
EMP1791,39,0,5,1,17,Hybrid,41,9,2,2,Anxiety,1,Decrease,2,0,1,0,2,2
EMP1792,39,3,0,5,4,Hybrid,33,12,3,2,Anxiety,0,Decrease,1,2,1,1,1,2
EMP1793,25,0,0,4,8,Remote,35,11,4,0,Depression,1,Decrease,4,0,5,1,2,2
EMP1794,56,3,2,2,8,Remote,34,3,3,1,Anxiety,0,Increase,1,2,1,0,0,1
EMP1795,50,2,5,3,16,Remote,49,12,2,0,Burnout,0,No Change,5,2,5,1,0,1
EMP1796,34,0,4,5,12,Onsite,36,2,1,0,Depression,1,No Change,1,2,3,0,0,0
EMP1797,34,2,4,6,3,Remote,53,14,1,1,Burnout,1,No Change,3,1,5,1,2,1
EMP1798,41,3,2,1,8,Hybrid,36,13,4,0,Anxiety,0,Increase,1,0,1,1,1,1
EMP1799,49,2,3,0,33,Hybrid,20,4,1,2,Burnout,0,Increase,5,1,3,0,1,1
EMP1800,58,1,3,1,5,Hybrid,31,10,2,1,Depression,0,Increase,4,0,3,1,0,0
EMP1801,51,2,2,0,20,Remote,34,12,3,1,Burnout,1,No Change,3,2,4,0,2,1
EMP1802,43,3,3,5,4,Remote,20,4,2,2,Burnout,0,Increase,5,2,5,0,2,3
EMP1803,43,1,4,2,28,Onsite,28,12,3,2,Depression,0,Decrease,1,1,1,1,1,1
EMP1804,55,0,5,1,16,Onsite,54,15,3,1,Anxiety,0,Decrease,2,1,1,0,0,2
EMP1805,35,0,4,5,14,Hybrid,25,1,1,1,Burnout,0,No Change,1,2,1,1,1,0
EMP1806,52,2,5,0,1,Onsite,23,5,3,0,Burnout,1,No Change,2,1,1,1,1,0
EMP1807,58,1,6,4,21,Remote,48,11,5,0,Burnout,0,Increase,1,0,5,1,0,2
EMP1808,22,3,1,3,1,Remote,26,7,4,0,Burnout,0,No Change,4,2,4,1,2,2
EMP1809,48,1,6,0,33,Hybrid,54,8,2,1,Depression,0,No Change,3,1,2,1,1,5
EMP1810,47,3,1,3,26,Hybrid,55,15,2,2,Anxiety,0,Increase,3,0,1,1,0,2
EMP1811,47,3,5,3,23,Hybrid,54,6,4,2,Burnout,1,No Change,5,0,3,0,0,5
EMP1812,25,3,0,0,31,Hybrid,55,13,2,1,Depression,1,Increase,4,1,3,1,1,1
EMP1813,41,1,5,0,11,Onsite,38,14,1,0,Burnout,1,Increase,4,0,2,0,0,2
EMP1814,59,1,3,2,21,Onsite,50,11,2,0,Anxiety,0,Increase,2,2,1,0,2,0
EMP1815,53,1,4,4,33,Hybrid,41,7,2,1,Anxiety,0,Increase,4,1,5,0,0,2
EMP1816,49,0,4,1,30,Hybrid,41,0,2,2,Anxiety,1,Increase,4,0,5,1,0,4
EMP1817,38,1,0,3,30,Hybrid,27,15,3,0,Depression,1,Decrease,5,1,3,1,1,2
EMP1818,35,3,1,1,20,Onsite,59,8,1,1,Anxiety,1,Decrease,1,0,3,0,1,2
EMP1819,51,0,1,0,5,Hybrid,54,3,4,0,Burnout,0,Decrease,5,1,4,1,0,1
EMP1820,50,3,6,2,18,Hybrid,36,5,3,1,Anxiety,0,Increase,4,2,2,1,0,1
EMP1821,22,2,0,3,11,Onsite,24,13,4,1,Anxiety,0,No Change,3,1,4,1,1,5
EMP1822,49,2,6,6,5,Onsite,29,5,2,2,Depression,0,Decrease,3,0,1,1,2,5
EMP1823,29,2,0,3,23,Remote,46,1,4,0,Depression,0,Decrease,2,1,3,1,0,1
EMP1824,37,1,2,1,4,Hybrid,45,2,5,2,Burnout,1,No Change,3,2,5,1,0,3
EMP1825,36,0,4,1,29,Remote,30,12,2,0,Depression,1,Decrease,1,0,3,1,1,5
EMP1826,32,2,5,4,28,Hybrid,39,9,2,2,Anxiety,1,Increase,1,1,4,1,2,4
EMP1827,54,3,1,4,19,Remote,43,1,1,2,Anxiety,0,Decrease,3,2,4,0,2,1
EMP1828,45,2,3,5,34,Remote,35,10,1,0,Burnout,1,No Change,5,0,1,0,1,3
EMP1829,59,1,1,4,13,Onsite,27,4,3,1,Anxiety,1,No Change,4,0,3,1,0,3
EMP1830,47,0,5,0,34,Hybrid,33,2,4,0,Burnout,0,Increase,4,2,3,1,1,2
EMP1831,27,0,5,2,23,Remote,34,14,3,2,Depression,0,No Change,3,1,5,0,2,1
EMP1832,25,2,3,5,17,Remote,47,15,2,2,Depression,1,Decrease,4,2,4,1,0,2
EMP1833,29,0,1,0,19,Remote,30,9,2,0,Burnout,1,Increase,3,1,3,0,2,5
EMP1834,48,3,3,3,30,Remote,23,15,2,1,Depression,0,Decrease,5,2,5,1,0,2
EMP1835,39,2,6,6,5,Onsite,52,15,5,0,Burnout,1,Increase,4,0,3,1,0,1
EMP1836,46,0,3,3,27,Hybrid,27,14,1,0,Burnout,1,No Change,3,2,4,1,1,0
EMP1837,52,3,5,3,17,Remote,28,9,5,1,Burnout,0,No Change,1,2,3,0,0,0
EMP1838,29,2,1,0,30,Hybrid,30,3,3,1,Anxiety,1,No Change,5,0,2,0,1,4
EMP1839,44,3,2,0,9,Hybrid,21,3,3,1,Burnout,0,No Change,2,2,5,0,1,4
EMP1840,44,3,5,3,31,Remote,59,3,4,2,Depression,0,No Change,1,0,3,1,1,0
EMP1841,42,1,1,5,7,Remote,24,2,4,1,Burnout,1,No Change,4,1,2,1,2,2
EMP1842,60,0,4,0,9,Hybrid,33,11,4,0,Depression,0,No Change,5,0,2,0,1,2
EMP1843,29,0,6,1,28,Hybrid,41,9,5,2,Burnout,1,Decrease,3,1,4,1,2,3
EMP1844,53,1,2,2,18,Onsite,45,11,2,1,Depression,1,Decrease,2,0,4,0,0,2
EMP1845,27,1,5,0,1,Hybrid,22,3,4,1,Depression,0,Decrease,4,1,5,1,0,4
EMP1846,40,2,4,5,35,Onsite,34,3,3,1,Anxiety,1,Increase,2,0,5,1,2,1
EMP1847,26,3,3,0,20,Remote,52,2,2,0,Burnout,1,Decrease,5,0,5,0,0,4
EMP1848,34,1,4,0,8,Remote,21,1,5,0,Burnout,0,Decrease,4,0,5,1,0,0
EMP1849,28,2,2,0,18,Hybrid,51,12,1,1,Depression,0,No Change,2,1,2,1,0,4
EMP1850,50,2,3,3,21,Hybrid,47,14,3,1,Anxiety,1,Decrease,4,1,4,1,2,3
EMP1851,51,1,2,0,7,Onsite,36,0,3,1,Depression,1,No Change,5,1,3,1,1,5
EMP1852,57,2,2,2,5,Hybrid,31,11,3,2,Anxiety,0,Increase,4,0,3,1,2,3
EMP1853,32,3,3,3,35,Remote,27,4,2,2,Burnout,1,No Change,5,1,4,0,2,2
EMP1854,50,0,6,5,13,Remote,42,5,1,1,Burnout,0,Decrease,3,0,1,1,0,2
EMP1855,39,1,2,0,1,Onsite,57,5,4,2,Anxiety,0,Increase,2,1,2,1,0,4
EMP1856,32,1,1,0,14,Onsite,22,2,2,2,Depression,0,No Change,2,1,4,1,2,1
EMP1857,44,1,0,6,9,Remote,30,3,5,2,Depression,0,Increase,2,1,5,1,0,1
EMP1858,31,3,5,4,18,Hybrid,47,6,3,1,Burnout,1,No Change,4,0,3,1,0,3
EMP1859,33,0,2,1,7,Onsite,36,10,5,2,Burnout,1,No Change,3,1,4,1,2,0
EMP1860,28,0,3,5,19,Remote,37,13,2,2,Anxiety,0,No Change,2,2,4,0,1,0
EMP1861,32,1,3,3,21,Onsite,45,5,2,1,Anxiety,1,Increase,5,0,1,1,1,4
EMP1862,51,2,1,5,30,Remote,35,13,5,0,Depression,1,No Change,1,1,4,1,1,0
EMP1863,29,1,3,1,7,Remote,43,3,5,2,Anxiety,1,No Change,1,0,3,1,0,0
EMP1864,47,3,4,6,13,Remote,57,14,2,2,Depression,1,Increase,1,1,3,0,0,3
EMP1865,47,1,6,0,15,Onsite,28,12,1,1,Depression,0,Decrease,1,2,3,1,1,2
EMP1866,42,1,5,2,13,Remote,23,11,2,2,Burnout,1,No Change,5,1,3,1,2,3
EMP1867,38,0,0,0,4,Hybrid,22,14,4,0,Burnout,0,Decrease,2,1,2,1,2,2
EMP1868,35,1,1,1,25,Remote,42,2,2,2,Depression,0,No Change,5,1,4,1,1,4
EMP1869,37,2,5,2,32,Hybrid,58,0,1,2,Anxiety,1,Increase,2,1,2,1,1,1
EMP1870,29,1,3,2,4,Hybrid,42,5,4,1,Burnout,1,No Change,2,2,3,1,1,3
EMP1871,28,3,6,2,14,Hybrid,29,15,5,0,Depression,0,Increase,5,2,1,1,1,5
EMP1872,51,1,5,5,20,Remote,41,1,4,0,Depression,0,Increase,2,2,2,0,2,2
EMP1873,60,0,3,3,10,Remote,29,12,2,0,Burnout,1,No Change,4,2,3,1,2,4
EMP1874,39,2,2,4,3,Onsite,46,8,2,2,Anxiety,1,Increase,5,1,2,1,0,4
